S No.,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
1003,5,TRUE,"08 28, 2014",A2G6G1SRP8N5GP,763855553,,Matthew Crawford,Good,Five Stars,1409184000,,
1004,1,TRUE,"08 27, 2014",A2DWXT1WLO5YW5,763855553,,Raymond Riopel,The key I received had already been activated on 11/3/2013.  Seems like a scam to me.,Sold me an already activated key,1409097600,4,
1005,5,TRUE,"08 27, 2014",A1QDUAIYEIXPNK,763855553,,Jayson P. Tomblin,Good software thanks,Five Stars,1409097600,,
1006,5,TRUE,"08 26, 2014",AY3S4H6X244BN,763855553,,Penny,Nice deal easy to use,Five Stars,1409011200,,
1007,4,TRUE,"08 26, 2014",A2DHV54XLSHR16,763855553,,Junyoure,best angle for an office 365 subscription.,Software is still too pricey: This discount helps.,1409011200,,
1008,5,TRUE,"08 25, 2014",ALT9D7FUJ0VUI,763855553,,#mermaidnomad,Great Price & 5 devices! pretty easy either put the code in word where it asks or download fresh version from Microsoft.com.,Great Price & 5 devices!,1408924800,,
1009,5,TRUE,"08 25, 2014",A8FALMGMVNM8K,763855553,,Daniel G. Lavoie,Great product at a great price.  Highly recommend.,Five Stars,1408924800,,
1010,5,TRUE,"08 24, 2014",A2W6P3953FYM61,763855553,,Adonis Headley,Good,Five Stars,1408838400,,
1011,3,TRUE,"08 24, 2014",AXDHEPM9JF0XF,763855553,,Joe Garnick,"It's office, a necessary evil of bloatware",Three Stars,1408838400,,
1012,5,FALSE,"08 22, 2014",A2QHTYUL1J1SFD,763855553,,Robert,This is just an activation key #.  The one I received was still shrink wrapped and the code activated with Microsoft.,Code# activated correctly with Microsoft.,1408665600,,
1013,5,TRUE,"08 21, 2014",A3MCZP07CFM7K3,763855553,,Gok++,"Great item, fast shipment, thank you!",Five Stars,1408579200,,
1014,4,TRUE,"08 21, 2014",A2DNHBENQHWJFK,763855553,,Alfredo Sekundja,it was not easy to get installed. I have to involve Microsoft and my country was not listed as country to use this office 365 home key card. If I did not have the privous office installed it would be a big issue.,it was not easy to get installed,1408579200,,
1015,5,TRUE,"08 18, 2014",AWTLCI6PKCEQH,763855553,,Barry &#039;Eighttrack&#039; Tredell,Works as Advertised.,Thumbs Up,1408320000,,
1016,5,TRUE,"08 17, 2014",A3KT69FL5F6U2T,763855553,,Wendy B,Great product has everything I need.  Easy-to-use.  Would buy again,Great product,1408233600,,
1017,5,TRUE,"08 17, 2014",A2EIPFAVH3CAMD,763855553,,Mario,Just as advertised,Work,1408233600,,
1018,5,TRUE,"08 15, 2014",A38O5AXTEQ8SUJ,763855553,,peter mcinenly,"My existing software was in need of an update, and Office 365 has done exactly that.  While I experienced some challenge in downloading this particular package, the tech staff at M/S were very helpful, and all is well.","My existing software was in need of an update, ...",1408060800,,
1019,5,TRUE,"08 15, 2014",A3O8D7WQB7E9HV,763855553,,Optioner,Simple easy to apply and the best deal on Office 365 I have seen.  A little known secret is that you can buy several and apply them immediately for a multi-year subscription period with rate locked in to this price.,Great Deal,1408060800,2,
1020,5,TRUE,"08 14, 2014",A2QRGHVREV52YC,763855553,,Amazon Customer,"Had STRONG reservations about the ""Subscription"" method for any software, let alone a Microsoft product. However, the price seemed right ($64), at least for the first year, and it allowed me to load MS Office on five computers. So I leaped into the parade. Well, let me say that this system is what computers were designed for! I installed Office on my wife's computer and then on mine. The ""OneDrive"" feature allows me to transfer files back and forth between our computers easily. Before this, I would network a file and save it to her desktop. Using OneDrive seems more efficient. Then I installed the MS Office Mobil app on our Samsung Smart phones. The app is free and gives us access to anything we put on OneDrive. The Office app, however, cannot be installed in my wife's ASUS tablet (purchased from Amazon, of course). But I was able to install OneDrive on the ASUS and Word docs can be opened using the Polaris app (just not the one for tablets - go figure). So now, thanks to Office 365, we have access to any files we want to access (and so does the whole world, to be sure). And I still have three more installations to go. Office 365 has received some negative reviews, but for my purpose it works great!","You Can Leave Home Without It, But You Still Have Access To It",1407974400,,
1021,5,FALSE,"08 13, 2014",ANXVC2Z1EI5XR,763855553,,Shannon Seek,The product key card works like a charm--entered it in the middle of the trial and we got one year and a month! The idea that support never expires and that we'll always have the most current edition of such a staple works for us.,Saved money and easy to use,1407888000,,
1022,3,TRUE,"08 12, 2014",A1YYQQU3XRW35M,763855553,,jerry Covington,wish they had the disk instead,Three Stars,1407801600,,
1023,5,TRUE,"08 8, 2014",A2EJG29MVOSU1M,763855553,,Pat Eardley,Easy to install,Five Stars,1407456000,,
1024,5,TRUE,"08 8, 2014",A2UCNDE726KIWZ,763855553,,Dalton,It was exactly what I was expecting and what I needed!,Five Stars,1407456000,,
1025,5,TRUE,"08 8, 2014",A28IZ9UO1ZXAPX,763855553,,James Glen,"Buying one Office package that upgrades and updated my five computers, including my daughter's Mac, great!  Then you throw in an hour of free international Skype per month with relatives overseas, it is truly great.  And, then there is the 1TB of memory in the Cloud.  Having a windows phone, I'm all in.",Microsoft has an Exciting Product!,1407456000,,
1026,4,TRUE,"08 2, 2014",A28O1TLBNBGO9I,763855553,,Richard R Deyo,works fantastic with my Mac and my MacBook Pro.  the only draw back is the clip art is not like Microsoft windows.  Other than that it is fantastic,RRD,1406937600,,
1027,5,TRUE,"08 1, 2014",A1KOC4C31JSL81,763855553,,Alfredo Garcia jr,Most of us just need it for any type of work! I just hate having to purchase this EVERY year!,Just another yearly fee,1406851200,,
1028,5,TRUE,"07 31, 2014",ABDZN43SE36UK,763855553,,Alan E.,What you're buying is a code number that extends your Office 365 Home subscription for a year. Getting it at the best price from a reliable source is definitely the way to go!,Get the subscription renewal code at the best price!,1406764800,,
1029,5,TRUE,"07 30, 2014",A2OFWDRK6SKPQD,763855553,,KEaston,"Not only do you get the greatness of the full Office suite, you now get 1 TB of online Onedrive storage.",Nicely upgraded,1406678400,,
1030,1,TRUE,"07 30, 2014",AWI8VBTP5YH9L,763855553,,J. Coomes,"****NOTE: If you want to skip the long version, jump to the bottom for a short summary.****

****Long Version****
My wife and are are busy professionals with very different schedules. We've come to see time as a valuable commodity and needed to have a calendar experience that could be shared across all of our devices. We were both very familiar with Outlook, so we researched Office 365. Given the cloud functionality, OneDrive with 1TB each, and regular updates to the newest versions, it seemed like the best option for us. I use a PC at home and a ThinkPad for work when I travel. She uses a Macbook Air and an iMac. Little did we know that Microsoft has decided to stop supporting (or at least poorly support) their Mac products.

I received the product key in the mail, started it up, and downloaded everything into my PC first. I set up both of our webapp accounts and shared some calendars. I then started working on her iMac next. This is where I ran into a problem. After a couple hours of trying, I just could not find a way to cloudshare anything between my PC, our webapps, and her Outlook account.

I figured that it was some problem on my end. I'm used to troubleshooting things, so I started working on it. After spending another 3-4 hours on it myself unsuccessfully, I finally decided to contact Microsoft. Know that I fully updated everything and explored the online tech support. First, I was directed by an online chat tech to the phone support line. There, I was told that they NO LONGER have a tech support phone line. That's right, if you buy a Microsoft product for your Apple products, you are a second class citizen. You no long have access to a live person!

As for what Mac tech support was available, she first directed me to a site that no longer worked. When I explained this, she carefully spelled it out again (as if I couldn't figure it out), then seemed surprised it still didn't work. She had to troubleshoot this, before finally finding the NEW Mac support site.

The new site mostly contained things I had already found. Microsoft basically continued to lead me to believe that there was some way to make all of this work between a Mac and a PC.  Eventually, I had to go to the community forums. After about an hour of searching there, I discovered that there is no way to do what the product says it does. Office 365 CANNOT share with iMacs or Macbooks. You get an older, outdated product that somehow is advertised as ""new."" Basically, its Office 2011 for Mac, which we already purchased for her three years ago! The WHOLE REASON we bought Office 365 to begin with was to have products that could work together among my Windows PC and Thinkpad and her iMac and Macbook

This borders on false advertising. Its appalling that there is no explanation of this anywhere, not even on the Microsoft website. They do not tell their support team this and I doubt their sales team knows either.  After some searching, I did find out that we could spend additional money ($4 a month) to own our own Exchange account to make this work. That is the only way. I'm debating just biting the bullet, but it would make me more angry to let them extort more money out of money to use an inferior product that I already paid for previously.

****SUMMARY****
Macs get an inferior product from four years ago as a part of Office 365 that has no cloud functionality. If you want to do what Office 365 says it does, with Macs AND PCs, you need to pay more money ($4 a month) to rent your own exchange server for each person with a Mac account. Thus, this will cost you at least $196 a year, rather than the $100 Office365 advertises. Basically, THIS DOES NOT SHARE WITH MACS",DO NOT purchase if you expect to cloudshare everything in a mixed Mac and PC household!,1406678400,7,
1031,2,TRUE,"07 27, 2014",A2SHSPUC68H34G,763855553,,Tony L.,"As an early adopter, I was pretty thrilled to try out Office 365 on my iPad.

I used it for about a week. I haven't used it since.

While they did an excellent job nailing the interface on iOS, there are a lot of features that are missing. Drawing tables in Word, for instance, is nowhere near as robust as what's found on the desktop. So designing something like a wireframe or a newsletter is very difficult, if not impossible.

Otherwise, Office 365 is the same Office we've all grown to love and hate over the years. And the subscription model is great. I'd be pretty upset with myself if I'd plunked down several hundred dollars for this software.",Meh,1406419200,3,
1032,5,TRUE,"07 27, 2014",A3AOF533FVGRSL,763855553,,BozidarP,Excellent!,Five Stars,1406419200,,
1033,5,FALSE,"07 26, 2014",A2S4GK50HXNNK5,763855553,,J,"I have this product on my home computer, work computer, and my phone. Great! I love it and will be reupping it next year!",Must have!,1406332800,,
1034,5,TRUE,"07 25, 2014",A3TTZL6P30BLQD,763855553,,Ryan Ward,Bought to renew my subscription. Worth waiting a couple of days to save money!,Great savings!,1406246400,,
1035,1,TRUE,"07 25, 2014",A324PC8D1HXSHR,763855553,,Abdullah,This product is not intended for your identified region. Please contact support for help.,You cannot activate it if outside the US,1406246400,4,
1036,5,TRUE,"07 25, 2014",A3GGI4OWUZHME4,763855553,,Patchman,"Awesome, Awesome, Awesome , Oh,  Did i I say how awesome this product is. I have this installed Office 365 on my main desktop ,and all users of my desktop (Wife, Guest) can use the software. I can also then install on a tablet ,  still  only counts as 1 install. I shared with 4 other that can  install on their desktop and tablets. All  main users get 1 TB of Free storage that alone is huge but we also all get  Word, Excel, Power point, One Note,  Publisher, Access & 60 min of Skype . This has been of the best services I pay for on a yearly basis. If there is a better bang for the buck I would  love to hear it. The price alone for 1tb of cloud storage (accessible on almost any device) beats any service that I have used. I would HIGHLY recommend office 365 to anyone without hesitation.",Highly Reccomended,1406246400,,
1037,5,TRUE,"07 25, 2014",A15MYW3TV2QM4S,763855553,,R. Sloup,This is a great value and a really good product. It now comes with 1 TB of onedrive storage. That is more than many of you have in your ultra books and other flash based devices such as tablets and phones for sure. One note is really good.,This is a great value and a really good product,1406246400,,
1038,3,TRUE,"07 24, 2014",A13P58FSZXONX8,763855553,,DIRK BRANDT,WHY TO WAIT FOR THIS IT WOULD BE BETTER DOWNLOAD DIRECTLY,Three Stars,1406160000,,
1039,4,TRUE,"07 23, 2014",A14IFKALTZIRSM,763855553,,Kawidood,"I first purchased this product at Best By, but TWICE I had to return the key because it wasn't activated properly by them. I purchased it on Amazon for 40% less and the key worked the very first time! The only reason I took away a star is because the install took a few tries. I installed it on two computers, both new computers with Windows 7, and both times I had to restart the computer and start the install over before the installed properly.","I first purchased this product at Best By, but TWICE I had to return the ...",1406073600,,
1040,5,TRUE,"07 23, 2014",A1LRM620ODR3IW,763855553,,BleedsMaroon,The subscription key was easy to activate.  Sharing the subscription with others in my household was a little cumbersome.,Five Stars,1406073600,,
1041,5,TRUE,"07 23, 2014",A28OWEC1FZNDQ,763855553,,anonymous,this is a good product,Office 365,1406073600,,
1042,5,TRUE,"07 21, 2014",A2YWMIEYXVA0P3,763855553,,Bonnie Mattila,It works as described,Five Stars,1405900800,,
1043,1,TRUE,"07 21, 2014",ACMAEC51X15T,763855553,,GH,"I was suppose to be able to use it on up to five computers, it worked on one and locked up",I was suppose to be able to use it on ...,1405900800,,
1044,5,TRUE,"07 20, 2014",A2SA1I2HO3C0B3,763855553,,michele,"This is great , the office365 home was easy to use and get my started quickly. Amazon was very speedy with get my key card to me in great time.","This is great, the office365 home was easy to use and ...",1405814400,,
1045,3,TRUE,"07 18, 2014",A3H1BNARRQTNB5,763855553,,Buenafe A. Briggs,Not bad; better than nothing; or going to the library.,Three Stars,1405641600,,
1046,5,TRUE,"07 17, 2014",A1QJYUNO44PNDN,763855553,,Lawrence Gambrell,I have rarely had any problems with Microsoft products. This was easy to install and I was up and running again in no time.,This was easy to install and I was up and running again ...,1405555200,,
1047,5,TRUE,"07 14, 2014",A3733N73TCTAGH,763855553,,Peter B.,Works well and as expected.,Five Stars,1405296000,,
1048,5,TRUE,"07 14, 2014",A2ZR6RVXKWRO64,763855553,,Amazon Customer,Worked like a charm!,Five Stars,1405296000,,
1049,5,TRUE,"07 12, 2014",A2ZRRQP4OPV7EM,763855553,,Robert A,Received product on time and the card worked as advertised.,Satisfied with order and product,1405123200,,
1050,5,TRUE,"07 10, 2014",A25BBVZ170Q46C,763855553,,Kim Tay,Cannot live without it!,Five Stars,1404950400,,
1051,5,TRUE,"07 9, 2014",A3TZEBHZLEKR93,763855553,,MARK CLAUSS,Great value!  Installed just fine.,Great value! Installed just fine,1404864000,,
1052,5,TRUE,"07 5, 2014",A1HO3ULXRVTEZN,763855553,,Pedi Doc Tracy,Being able to load onto five separate PCs via a subscription service is a winner.,Five Stars,1404518400,,
1053,5,TRUE,"07 1, 2014",AQR4HJ0R79J71,763855553,,Giselle GC,"I love this product, it was easy to install, arrived faster than expected and the price was great, and I was able to installed it on my laptop and my desktop.",I love this product,1404172800,,
1054,4,TRUE,"06 27, 2014",A11O0T51IPKQC7,763855553,,Cynthia Rivers,Have used this product before and great for everyday use. Would recommend to everybody including students and price is right.,Office 365,1403827200,,
1055,5,TRUE,"06 25, 2014",A3N2EA8FQKA3TD,763855553,,Tsutazo,"Great product, kids need it for school and a lot of other programs are not as user friendly! Thank you!",always a great product!,1403654400,,
1056,5,TRUE,"06 24, 2014",AV0BDTSMQQV05,763855553,,G. Guth,"So, even though there are alternatives, for business purposes, I prefer to have something I can count on working during a source document exchange. The price is significantly less than from Microsoft, and they just upped the amount of sky drive storage you get. Good for 5 users / devices, so its actually a bargain.",Long Time Office User,1403568000,,
1057,4,FALSE,"06 24, 2014",AEO239O437TD,763855553,,Alexia C. de Sylvio-Fall,"A part from the slight problem installing, and the fact that I have had a hard time sharing with my other e-mail accout.  This is a great product.
The customer service helped me do the initial installation, since it wasn't recognizing me.  It took a bit, but the customer service was very helpful and patient with the situation.
Programs themselves, I have not yet used all of them, but my husband loves how rapid they work.",It works fine,1403568000,,
1058,2,TRUE,"06 17, 2014",A1KUTJ3UZ6VHN2,763855553,,sct51,I purchased the key on April 17th great deal.  I had to refresh my computer because of software problems and now the key doesn't work and microsoft says it is invalid.  Not Happy!!,Three month review,1402963200,2,
1059,4,TRUE,"06 16, 2014",AQSV34W54L0VO,763855553,,rt66west,"Not a big fan of Microsoft's selling of beta products, where you have to find where the bugs are on your own and hope Microsoft will release a fix. My College requires purchase over allowing for free based products to be used in classes.","Hey, it's Microsoft",1402876800,,
1060,5,TRUE,"06 16, 2014",A3RHFJXM8J5N7H,763855553,,N. Keith,"So far, so good.  The real challenge is going to come when it's time to renew.  I can recall paying $399 for the full boxed version of MS Office and not activating it back when we had the choice.  I went six or seven months before I'd opened MS Word 50 times and the program forced me to activate.

The expense breaks down less expensive this way, (so far)",Subscription edition,1402876800,,
1061,5,TRUE,"06 13, 2014",A1CSB1CWH7KW25,763855553,,paul,"All of the office functions word as expected, but the Outlook function really needs some serious help.
The Outlook mail is what I would call very messy and could be a lot better served it Microsoft just worried about making it clean like Office 2007, not a lot of bells and whistles which just get in the way of receiving emails without guessing which menu or button to select next.

I would say to any person interested in using Office 365 to stick with the software that is straight forward and easy to use.
Keep your Office 2007, or 2010 and wait until Microsoft get their act together.",Office Testing,1402617600,,
1062,5,TRUE,"06 13, 2014",A36H2GD8DLKN1W,763855553,,Stan Rogoff,Installed very easily and seems to work fine. It will be nice to have office on my pc/mac and tablet and phones.,Just got it,1402617600,,
1063,4,TRUE,"06 13, 2014",A3DVNYO53H5448,763855553,,Daniel Jhoty-Borge,"Definitely a cheap option compared to Microsoft.com, but be aware: the subscription can only be activated from within the us or Canada. Anywhere else, and it does not allow you to activate it.
Had to wait for a while to use it, since I was abroad for the time...",Cheap,1402617600,,
1064,4,TRUE,"06 9, 2014",A1FK4FTTAN9O9P,763855553,,J. H. Worden,"This is the second year of Office 365 for us.  We use it a lot, and teach Word and Excel in our community center.  This is the easiest and cheapest way I know of to keep up to date with Office.",Subscription for the coming year,1402272000,,
1065,1,TRUE,"06 8, 2014",A261YTNLXYOT30,763855553,,Paul Anderson,Unusable because it is for a different region. So I am out $66. I wish I wouldn't have bought this item.,Unusable,1402185600,2,
1066,5,TRUE,"06 5, 2014",A1PA5LM3A7Y10W,763855553,,Yosef Levi,"This product is just a card with a product key on it.

This has led to so much more ease with installation and management across various home computers, as you just need to sign into a site to download and manage Office. At the time I got it ($67), it was also a clear winner above the traditional licensing model, though you will have to get a spreadsheet and do the calculation for yourself.",Easier installation and superior pricing,1401926400,,
1067,5,TRUE,"06 5, 2014",A1GOUC8A1E5ZJU,763855553,,Peter_the_Gr8,"I bought my wife a new laptop and decided on Office 365 instead of a Suite.  The fact that I can share it to 5 platforms is great, I immediately sent it to her iPad and mine.  The fact that new software updates just get incorporated rather than having old Office versions to replace was the key factor.  I looked into that thoroughly before purchasing the trial.  THEN, I read about the Key Card extension savings and came over to Amazon to try it out.  I just added a year of 365 for $72 which comes to $6 per month.  The instructions on the description page were perfect and I entered the code in about 45 seconds.  Great!",Key card really brings price down,1401926400,,
1068,5,TRUE,"05 31, 2014",A3K6VZ6XT8PZAU,763855553,,Mac Townsend,"Office 365 is IMHO the best way to have current ms office capability. Yes Google docs,  and various free constructions are very good. But if you even sometimes need to deal with real ms office files, this will save time and frustration.

One license for all my computers. 5 computers, one user. So install on wife's box as you.  Not one license each.",perfect deasl for home user.,1401494400,,
1069,5,TRUE,"05 29, 2014",A2L2P40Y7IMY9U,763855553,,Andrew H.,"1st bought in 2013. Used on 3 desktop pc's, 2 laptop pc's and 2 smart phones. 1 year subscription for 5 computers. Both time purchased for $80, so $1.33 per month per device not counting smart phones. We use it enough just for documents to be worthwhile.
Easy to store work online or any of the devices.

Never have tried any other document software as most business's I deal with run Office.

I like the automatic updates, tutorials and support that comes with this purchase.",2nd Year to buy this; works for us.,1401321600,,
1070,5,TRUE,"05 23, 2014",AHLVOFC7GI8CP,763855553,,Robert Bunge,Everything as it should be. Original packaging with card. This will be the future of software where everything is subscription.,Excellent,1400803200,,
1071,5,TRUE,"05 21, 2014",A374KGFYENBQX4,763855553,,DrewNY001,"Using the link on the back of the card you can not only register but download the programs EASILY. You do not have to pay extra to be able to download the programs. Plus you do not have register a CC card at MS as you would have to do with a trial. So a subscription card (which is cheaper) is no different than buying a download/subscription.

TIP - before you start create a MS account at if you already do not have one (like XBOX or Windows)  before you start so you can get that out of the way. It will send you an email to verify the email address you used. Then follow the instructions on the back of the card. And DO NOT get a trial first. The only issue with the trial is that now MS has  CC on file for you, something you may not want.",Here is the scoop,1400630400,,
1072,4,TRUE,"05 19, 2014",A3VKDLPPCVBJG5,763855553,,VRS,"Finally bit the bullet and upgraded to the subscription Office.  Have owned Office 2007 since 2007.

2007 was a good reliable system, but started having an issue where my Outlook Calendar stopped maintaining appointment notifications.

After failing to fix the 2007 issue I bought a $68 a year subscription at Amazon which seems about the right price point for the typical home user.  Hopefully as time passes this price point will be available.

Have only had the 365 installed a few days.  That being said here is my take:

1.  Have four computers I installed on, three Windows 8.1 and one Windows 7.  All installations went exceedingly smoothly with 2007 installed.  Picked up my settings especially email settings with out having to dink under the hood.

2.  Only one issue during the installation, one of my Windows 8.1 computers had an issue where (I believe) Microsoft uploaded an older version of 365 to my machine and I had to get a tech to fix the issue.  About 30 minutes to fix from start of call to resolution.

3.  System is certainly faster (a lot) than 2007 and easy enough to transition over to the new version.

As mentioned, if $68 is the price point I believe this is a no brainer buy for the typical home user.  $99 a year seems steep seeing how you will continually have to purchase yearly subscriptions.",Upgrading from Office 2007,1400457600,,
1073,5,TRUE,"05 18, 2014",A1LW4EFRZ3R4VB,763855553,,Amazon customer,"I ordered this item after my MS Office was due to be renewed. I got the package delivered on the date which was specified when I placed the order. Although I had an issue with the re-activation of my subscription (which was no fault of the seller) they were very instrumental in the help that they provided me with the dealing with this problem. I must admit that I felt really significant, confident and connected as the communication until the problem was rectified was great.
I recommend that you make this tech store your number one choice as I was given excellent customer service and being a supervisor in a customer based industry, I was really impressed.

Great Job. Kudos",Excellent Customer Service,1400371200,,
1074,4,TRUE,"05 18, 2014",A2FXM209XR1FQA,763855553,,Khalid,"I bought it mainly to have MS Office applications on my iPad, although I have not used it extensively yet, I like what I see. The applications are well designed for iOS touch interface.",Works as advertized,1400371200,,
1075,5,TRUE,"05 17, 2014",A2E7A66H7CRBQP,763855553,,David Esposito,Worked perfectly.  I really like the new office 365.  You can sign up with this key and give access to a total of 5 family members (including yourself).  Each user also gets 1 TB of OneDrive cloud storage space.  Couldn't ask for more given the price is so much less than the subscription direct through Microsoft.,"Same exact thing as the online subscription, only cheaper",1400284800,,
1076,3,TRUE,"05 16, 2014",A23PC2YSZG1VWI,763855553,,Saurav Biswas,"I bought this product as with the 20 GB Skydrive + 60 mins Skype mins this appeared to be a good deal. But the Skype meeting is not for all countries. So, in case the Skype minutes are a deal breaker for you then check whether your country is listed before you buy this. For the countries that are listed, I am unable to call on cell phones thru skype, so I believe the subscirption only allows you to call landlines and not cell phones.",The Skype minutes are decieving,1400198400,,
1077,5,TRUE,"05 16, 2014",A1IY7KB7MB04UN,763855553,,K. Clark,"Very helpful--easy to install, easy to use, no problems with using this product to date.  Same system as my computer at work, so this is very helpful when opening work documents at home.",Good purchase,1400198400,,
1078,1,TRUE,"05 15, 2014",A25KM2ZKEVRDFK,763855553,,Dana K Lum,"This is the first time I purchased a product and I only received a key card.  There are so many steps when downloading the program one can easily get frustrated.  I only wish that I can get my money back and I will never again  purchase a software program with a key card.  I'm from the old school, I like to have the cd rom to install the programs.",subscription key card,1400112000,2,
1079,1,TRUE,"05 15, 2014",A2Z6LOOLQU2GZ0,763855553,,Thor Olson,"I have used office and its a decent office suite, I guess (I bought it because my Mom likes it.).

What is really annoying me is that the servers to validate the purchase have been done for at least 24 hours at this point.  When I called Mircrosoft support the confirmed this and said try tomorrow.

Let's all say it together, DRM and Mircosoft Suck!",I need a none of the above star choice,1400112000,,
1080,5,TRUE,"05 14, 2014",A1BY2C0UAEN0PA,763855553,,William Atkins,Great deal and works as expected.  Glad I was able to find this key card for this price.  Fantastic worth every penny.,Works perfectly,1400025600,,
1081,4,TRUE,"05 14, 2014",ANAG7I0LTHWVO,763855553,,Gary Horrell,it's going to take me a bit to learn how to use it all but it's everything I expected and then some.,I like it,1400025600,,
1082,5,TRUE,"05 14, 2014",A1K1PHEH0L58D0,763855553,,Kieran Hogan,I don't think much needs to be said about the quality of Microsoft Office. This card gives you access to Office on 5 PCs or Macs plus 5 iPads or Windows tablets so it's incredible value even at RRP. I had no problem activating my subscription on Windows but the Mac version of Office refused to accept my username and password. I eventually managed to talk to somebody at Microsoft (online chat was useless) and the problem was I had turned on two-factor authentication. Turning this off solved the problem. Hope that helps somebody else.,What a bargain!!,1400025600,,
1083,5,TRUE,"05 12, 2014",AV86ERY1KSB5B,763855553,,Timothy,"For some reason, even though  I only authorized it on one machine so far, it has used two of the installations for one machine.",Only one problem,1399852800,,
1084,5,TRUE,"05 10, 2014",A34TG0R1V2P2FJ,763855553,,L. Murphy,Simple and easy. Buy the card. Wait for delivery. Enter card. Receive 1 year subscription access and appreciate bug discount off of $100.,Simple and easy.,1399680000,,
1085,5,TRUE,"05 10, 2014",A2AHRYT0PSGY2M,763855553,,SKi,I entered the key on the last day of my subscription and renewed  without any trouble.  Not sure what happens if you enter a key early---does your subscription renew from the date you enter the key or from the date your subscription expires?,Key worked,1399680000,,
1086,5,TRUE,"05 9, 2014",A2VRHUN0X1EK2H,763855553,,MSC70Jim,"Decided to finally replace Office 2003 with Office 365 and I am pleased with the results. Installation was very easy and the newer version of Office uses much less hard drive space than the older 2003 version.  This was important since my installation was on a vintage PC upgraded to Windows 7.  The online instructions did not specify whether or not the old Office version needed to be uninstalled prior to installing Office 365, but I decided to uninstall 2003 first due to hard drive space.  The new Outlook picked up all my old message files automatically.  After the install I found a FAQ on the Microsoft support site indicating that Office 365 is designed to operate along side of any older versions of Office so it would not have been necessary to uninstall Office 2003.  However, I think it is cleaner and certainly more secure using only the newer 365 version.  This is obviously an annual subscription service, but with multiple devices, this subscription covers all devices in our household making it a better deal.",Subscription Key Card Experience,1399593600,,
1087,5,TRUE,"05 7, 2014",AQMNAJMDOSBOG,763855553,,Oldguy46,Does what I need. 3 PC's one iPad.  Can use even if not on Internet programs install on each device.  Full office.  Annual fee way less even buying Office Home-Student every other release.,Good choice,1399420800,,
1088,5,TRUE,"05 7, 2014",A2NO6IN666RVE,763855553,,Teri A. Gallagher,"Great alternative to the pricey full software purchase.  Especially since the key can be shared with multiple users.  With 4 of us in the house - the full software suite purchase is cost prohibitive.  Even though it's a yearly cost, it's far more manageable.  Full office functionality included at a fraction of the cost.",No issues,1399420800,,
1089,4,TRUE,"05 7, 2014",A2HP13WQ11S3YP,763855553,,JB,"Very cool to have this amazing flexibility with my work... Always where I need it! Great price, easy to install and use.","Finally, I can do work on my iPad!",1399420800,,
1090,5,TRUE,"05 5, 2014",A2W0F8EQ97Z432,763855553,,PsyGuy71,"I'll defer the whole ""Office"" review to the multitudes of others and focus on the subscription licensing model, which is the core of the O365 vs Office retail difference.  With the regular retail package you pay once and apply the license to one device (and if you're like me have a lot of difficulty switching that license to another PC if you ever replace the original.  With this version of O365 you pay PER YEAR, but always have the latest version, have online storage, and (key for me) INSTALLATION ON UP TO 5 DEVICES.  There is also a ""Personal"" version of O365 for $65 that installs on 1 device - this to me is a waste; if you're only putting on 1 device you'll probably be better suited for the regular Office package.

At $73 I found the Office 365 Home Premium 1yr Subscription Key Card to be an excellent value because of our situation and the 5-PC allowance.  I have my own laptop, and each of my 2 kids have 2 laptops - one that stays at my house and another that stays at at their mother's.  In the past this meant buying 5 different licenses, and go through the pain of trying to swap activations from one pc to another if we replaced their computers every 3 years.  It was possible, but also a pain to set them up and change their behavior to use online document storage so that they could access files whether there or here.  (as a side note to offset those ""why don't you just have them carry their laptops back and forth?"" - one word ""breakage"").

Anyway, it's pretty easy to get set up so that our 5 PCs are all up to date with current versions with the software that they need for their schoolwork, and the online storage is seamless and well integrated so they can always access their files whether they are at their mother's house or mine.

The subscription model worked well for us.  A Basic Office package per PC is $110 - if you are like our situation and have a houseful of devices that's $550, and then expect to pay that again when the newer version comes out or you replaced a PC and had problems getting the licenses migrated to another PC.  Add in the online cloud storage access ease and it definitely improves the cost/convenience model.  Works on PC/Mac and iPads.  I was recently doing extensive business traveling and moved one of my licenses from my laptop to my iPad temporarily while I was more mobile yet still wanted basic edit access to Office package.  When I was back and things settled down I was able to easily switch back again.  Which is of note - if you want to use the Office package for more than viewing and actually need to create/edit Office docs on your iPad you are going to need an O365 license.

If you are a single device user by all means I think the regular Office license is likely to be best for you.  However, I think if you have multiple devices this makes for a great deal.",Excellent if you have multiple (up to 5) devices,1399248000,2,
1091,2,TRUE,"05 5, 2014",A5CIINJROU93O,763855553,,Sandra J. Calmez,This isn't the complete office 365 so in some ways it is misleading. The one that is almost $100 is the one you need to buy if you want the complete one. Have only used office 365 $100 so can't compare to anything else.,misleading,1399248000,2,
1092,5,TRUE,"05 2, 2014",A32JCFGH4LM76J,763855553,,Michael Lawrence,"Exactly what was advertised, and arrived very quickly. Good Buy. Would recommend to others. Nice being able to use key for all my devices, instead of having to purchased product separately for each.",Recieved it fast,1398988800,,
